Course Code,Course Title,HEI Code,HEI,ISCED,R1 Points,Year
GC407,"Business Studies (Marketing, Dublin)",GC,Griffith College,Business and administration,246,2019
GC430,Computing Science (Dublin),GC,Griffith College,Information and Communication Technologies (ICTs),217,2019
GC450,Journalism and Visual Media (Dublin),GC,Griffith College,Journalism and information,227,2019
GC489,Interior Architecture (Dublin),GC,Griffith College,Arts,#267,2019
GC494,Fashion Design (Dublin),GC,Griffith College,Arts,#,2019
ID001,Accounting and Finance,ID,ICD Business School,Business and administration,229,2019
ID002,Business Studies,ID,ICD Business School,Business and administration,285,2019
BN101,Business,BN,,,252,2019
BN103,Business and Information Technology,BN,,,254,2019
BN104,Computing (Information Technology),BN,,,260,2019
BN107,Applied Social Studies in Social Care,BN,,,300,2019
BN108,Engineering (Common Entry with Award options),BN,,,271,2019
BN109,Business (Common Entry with Award options),BN,,,260,2019
BN110,International Business,BN,,,253,2019
BN111,Sports Management and Coaching,BN,,,270,2019
BN112,Creative Digital Media,BN,,,280,2019
BN113,Horticulture,BN,,,289,2019
BN114,Accounting and Finance,BN,,,280,2019
BN115,Community and Youth Development,BN,,,250,2019
BN117,Computer Engineering in Mobile Systems,BN,,,273,2019
BN118,Early Childhood Care and Education,BN,,,290,2019
BN119,Digital Marketing,BN,,,270,2019
BN120,Digital Forensics and Cyber Security,BN,,,281,2019
BN121,Mechatronic Engineering,BN,,,276,2019
BN123,"Design,Technology and Innovation",BN,,,297,2019
TA022,Creative Digital Media,TA,,,260,2019
TA023,Advertising and Marketing Communications,TA,,,235,2019
TA024,Early Childhood Care and Education,TA,,,217,2019
TA025,Social Care Practice,TA,,,261,2019
TA026,International Hospitality and Tourism Management,TA,,,208,2019
TA027,Botanical Cuisine,TA,,,236,2019
TA028,Digital Marketing Technologies,TA,,,220,2019
TA121,Accounting and Finance,TA,,,202,2019
TA122,Management,TA,,,218,2019
TA123,Marketing Management,TA,,,207,2019
TA125,International Business,TA,,,229,2019
TA221,Electronic Engineering,TA,,,251,2019
TA222,Mechanical Engineering,TA,,,243,2019
TA223,Sustainable Energy Engineering,TA,,,236,2019
TA224,Biomedical Design,TA,,,218,2019
TA225,Automation Engineering,TA,,,235,2019
TA226,Engineering Software,TA,,,243,2019
TA321,Pharmaceutical Science,TA,,,261,2019
TA322,Computing,TA,,,200,2019
TA323,Computing with IT Management,TA,,,243,2019
TA326,DNA and Forensic Analysis,TA,,,300,2019
TA327,Sports Science and Health,TA,,,341,2019
TA328,Computing with Language (French/German/Spanish),TA,,,218,2019
TA329,Computing with Data Analytics,TA,,,218,2019
AD101,First Year Art & Design (Common Entry),AD,National College of Art and Design,Arts,# +mat,2019
AD102,Graphic Design and Moving Image Design,AD,National College of Art and Design,Arts,# +mat,2019
AD103,Textile & Surface Design and Jewellery & Objects,AD,National College of Art and Design,Arts,# +mat,2019
AD202,Education & Design or Fine Art (Second Level Teaching),AD,National College of Art and Design,Education,# +mat,2019
AD204,Fine Art,AD,National College of Art and Design,Arts,# +mat,2019
AD211,Fashion Design,AD,National College of Art and Design,Arts,# +mat,2019
AD212,Product Design,AD,National College of Art and Design,Arts,# +mat,2019
AD215,Visual Culture,AD,National College of Art and Design,Arts,300,2019
AD217,Illustration,AD,National College of Art and Design,Arts,# +mat,2019
AD222,Interaction Design,AD,National College of Art and Design,Information and Communication Technologies (ICTs),# +mat,2019
NC003,Computing (Degree Award options),NC,National College of Ireland (NCI),Information and Communication Technologies (ICTs),261,2019
NC005,Human Resource Management,NC,National College of Ireland (NCI),Business and administration,297,2019
NC009,Business,NC,National College of Ireland (NCI),Business and administration,297,2019
NC010,Psychology,NC,National College of Ireland (NCI),Social and behavioural sciences,366,2019
NC020,Marketing Practice,NC,National College of Ireland (NCI),Business and administration,270,2019
NC022,Accounting and Finance,NC,National College of Ireland (NCI),Business and administration,338,2019
NC023,Technology Management (with specialisations),NC,National College of Ireland (NCI),Information and Communication Technologies (ICTs),260,2019
NC025,Data Science,NC,National College of Ireland (NCI),,297,2019
RC001,Medicine - Undergraduate Entry (HPAT required),RC,RCSI University of Medicine & Health Sciences,Health,#729,2019
RC004,Physiotherapy,RC,RCSI University of Medicine & Health Sciences,Health,532*,2019
RC005,Pharmacy,RC,RCSI University of Medicine & Health Sciences,Health,555,2019
RC101,Medicine - Graduate Entry (GAMSAT required),RC,RCSI University of Medicine & Health Sciences,,#60,2019
TR002,Music,TR,Trinity College Dublin,Arts,#414,2019
TR003,History,TR,Trinity College Dublin,Humanities (except languages),486,2019
TR004,Law,TR,Trinity College Dublin,Law,532,2019
TR005,Philosophy,TR,Trinity College Dublin,Humanities (except languages),391,2019
TR006,Psychology,TR,Trinity College Dublin,Social and behavioural sciences,555*,2019
TR007,Clinical Speech and Language Studies,TR,Trinity College Dublin,Health,499,2019
TR009,Music Education,TR,Trinity College Dublin,Education,#430,2019
TR012,History and Political Science,TR,Trinity College Dublin,Humanities (except languages),532*,2019
TR015,"Philosophy, Political Science, Economics and Sociology",TR,Trinity College Dublin,Social and behavioural sciences,566,2019
TR016,Deaf Studies,TR,Trinity College Dublin,Languages,337,2019
TR017,Law and Business,TR,Trinity College Dublin,Law,576,2019
TR018,Law and French,TR,Trinity College Dublin,Law,532*,2019
TR019,Law and German,TR,Trinity College Dublin,Law,523,2019
TR020,Law and Political Science,TR,Trinity College Dublin,Law,567,2019
TR021,"Classics, Ancient History and Archaeology",TR,Trinity College Dublin,Humanities (except languages),377,2019
TR022,Early and Modern Irish,TR,Trinity College Dublin,Languages,347,2019
TR023,English Studies,TR,Trinity College Dublin,Languages,463,2019
TR024,European Studies,TR,Trinity College Dublin,Humanities (except languages),520,2019
TR025,Drama and Theatre Studies,TR,Trinity College Dublin,Arts,#489,2019
TR028,Ancient and Medieval History and Culture,TR,Trinity College Dublin,Humanities (except languages),339,2019
TR029,Political Science and Geography,TR,Trinity College Dublin,Social and behavioural sciences,477,2019
TR031,Mathematics,TR,Trinity College Dublin,Mathematics and statistics,566,2019
TR032,Engineering,TR,Trinity College Dublin,Engineering and engineering trades,487*,2019
TR033,Computer Science,TR,Trinity College Dublin,Information and Communication Technologies (ICTs),465*,2019
TR034,Management Science and Information Systems Studies,TR,Trinity College Dublin,Business and administration,589*,2019
TR035,Theoretical Physics,TR,Trinity College Dublin,Physical sciences,554,2019
TR038,Engineering with Management,TR,Trinity College Dublin,Engineering and engineering trades,499,2019
TR039,Computer Science and Language,TR,Trinity College Dublin,Information and Communication Technologies (ICTs),435,2019
TR040,Middle Eastern and European Languages and Cultures,TR,Trinity College Dublin,Languages,485,2019
TR041,Religion,TR,Trinity College Dublin,Humanities (except languages),347,2019
TR051,Medicine (HPAT required),TR,Trinity College Dublin,Health,#730,2019
TR052,Dental Science,TR,Trinity College Dublin,Health,590*,2019
TR053,Physiotherapy,TR,Trinity College Dublin,Health,533*,2019
TR054,Occupational Therapy,TR,Trinity College Dublin,Health,500,2019
TR055,Radiation Therapy,TR,Trinity College Dublin,Health,510,2019
TR056,Human Health and Disease,TR,Trinity College Dublin,Health,543,2019
TR060,Biological and Biomedical Sciences,TR,Trinity College Dublin,Biological and related sciences,510*,2019
TR061,Chemical Sciences,TR,Trinity College Dublin,Physical sciences,488*,2019
TR062,Geography and Geoscience,TR,Trinity College Dublin,Physical sciences,435,2019
TR063,Physical Sciences,TR,Trinity College Dublin,Physical sciences,498*,2019
TR072,Pharmacy,TR,Trinity College Dublin,Health,555*,2019
TR080,Global Business,TR,Trinity College Dublin,Business and administration,565,2019
TR081,"Business, Economic and Social Studies (BESS)",TR,Trinity College Dublin,Social and behavioural sciences,518*,2019
TR082,Computer Science and Business,TR,Trinity College Dublin,Business and administration,510,2019
TR083,Sociology and Social Policy,TR,Trinity College Dublin,Social and behavioural sciences,451,2019
TR084,Social Studies (Social Work),TR,Trinity College Dublin,Welfare,420*,2019
TR085,Business Studies and French,TR,Trinity College Dublin,Business and administration,509,2019
TR086,Business Studies and German,TR,Trinity College Dublin,Business and administration,474,2019
TR087,Business Studies and Russian,TR,Trinity College Dublin,Business and administration,467,2019
TR089,Business Studies and Polish,TR,Trinity College Dublin,Business and administration,393,2019
TR090,Business Studies and Spanish,TR,Trinity College Dublin,Business and administration,510,2019
TR091,General Nursing (Meath and St James`s),TR,Trinity College Dublin,Health,393*,2019
TR093,General Nursing (Adelaide School of Nursing),TR,Trinity College Dublin,Health,#378*,2019
TR095,Mental Health Nursing,TR,Trinity College Dublin,Health,358,2019
TR097,Intellectual Disability Nursing,TR,Trinity College Dublin,Health,346,2019
TR911,Children`s and General Nursing (Integrated),TR,Trinity College Dublin,Health,476*,2019
TR913,Midwifery,TR,Trinity College Dublin,Health,423,2019
DN100,Architecture,DN,University College Dublin (NUI),Architecture and construction,473,2019
DN120,Landscape Architecture,DN,University College Dublin (NUI),Architecture and construction,353,2019
DN130,City Planning and Environmental Policy,DN,University College Dublin (NUI),Architecture and construction,367,2019
DN150,Engineering (Common Entry),DN,University College Dublin (NUI),Engineering and engineering trades,511,2019
DN200,Science (options),DN,University College Dublin (NUI),"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",521,2019
DN201,Computer Science (Common Entry),DN,University College Dublin (NUI),Information and Communication Technologies (ICTs),488,2019
DN230,Actuarial and Financial Studies,DN,University College Dublin (NUI),Mathematics and statistics,577,2019
DN250,Agricultural Science (options),DN,University College Dublin (NUI),"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",420,2019
DN252,Dairy Business,DN,University College Dublin (NUI),Agriculture,398,2019
DN253,Agri - Environmental Sciences,DN,University College Dublin (NUI),Environment,403,2019
DN261,Food Science,DN,University College Dublin (NUI),Agriculture,434,2019
DN262,Human Nutrition,DN,University College Dublin (NUI),Health,493,2019
DN271,Forestry,DN,University College Dublin (NUI),"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",303,2019
DN272,"Horticulture, Landscape and Sportsturf Management",DN,University College Dublin (NUI),Agriculture,252,2019
DN300,Veterinary Medicine - Undergraduate Entry,DN,University College Dublin (NUI),Veterinary,#567,2019
DN301,Veterinary Medicine - Graduate Entry,DN,University College Dublin (NUI),,#,2019
DN310,Veterinary Nursing,DN,University College Dublin (NUI),Veterinary,441,2019
DN400,Medicine - Undergraduate Entry (HPAT required),DN,University College Dublin (NUI),Health,#735,2019
DN401,Medicine - Graduate Entry (GAMSAT required),DN,University College Dublin (NUI),,#59*,2019
DN410,Radiography,DN,University College Dublin (NUI),Health,507,2019
DN411,Radiography - Graduate Entry,DN,University College Dublin (NUI),,#,2019
DN420,Physiotherapy,DN,University College Dublin (NUI),Health,542,2019
DN425,Health and Performance Science,DN,University College Dublin (NUI),Health,488,2019
DN430,Sport and Exercise Management,DN,University College Dublin (NUI),Business and administration,436,2019
DN440,"Biomedical, Health and Life Sciences",DN,University College Dublin (NUI),Biological and related sciences,565*,2019
DN450,General Nursing,DN,University College Dublin (NUI),Health,398,2019
DN451,Children`s and General Nursing (Integrated),DN,University College Dublin (NUI),Health,462*,2019
DN452,Midwifery,DN,University College Dublin (NUI),Health,409,2019
DN453,Mental Health Nursing,DN,University College Dublin (NUI),Health,379,2019
DN520,Arts (Two Subjects),DN,University College Dublin (NUI),Arts,336,2019
DN530,Humanities (options),DN,University College Dublin (NUI),Humanities (except languages),348,2019
DN541,Modern Languages (options),DN,University College Dublin (NUI),Languages,348,2019
DN600,Law (options),DN,University College Dublin (NUI),Law,520*,2019
DN610,Business and Law,DN,University College Dublin (NUI),Business and administration,521,2019
DN650,Commerce,DN,University College Dublin (NUI),Business and administration,498*,2019
DN660,Commerce International (options),DN,University College Dublin (NUI),Business and administration,507,2019
DN670,Economics and Finance,DN,University College Dublin (NUI),Business and administration,601,2019
DN700,Social Sciences (options),DN,University College Dublin (NUI),Social and behavioural sciences,388,2019
DN710,Economics,DN,University College Dublin (NUI),Social and behavioural sciences,476,2019
DN720,Psychology,DN,University College Dublin (NUI),Social and behavioural sciences,517,2019
DN750,Social Policy and Sociology,DN,University College Dublin (NUI),Social and behavioural sciences,330,2019
DK810,Accounting and Finance,DK,Dundalk Institute of Technology,Business and administration,306,2019
DK816,Business Studies,DK,Dundalk Institute of Technology,Business and administration,300,2019
DK820,Computing in Games Development,DK,Dundalk Institute of Technology,Information and Communication Technologies (ICTs),307,2019
DK821,Computing in Software Development,DK,Dundalk Institute of Technology,Information and Communication Technologies (ICTs),301,2019
DK830,Building Surveying,DK,Dundalk Institute of Technology,Architecture and construction,302,2019
DK831,Architectural Technology,DK,Dundalk Institute of Technology,Architecture and construction,301,2019
DK832,Construction Management,DK,Dundalk Institute of Technology,Architecture and construction,300,2019
DK843,Engineering (Common Entry),DK,Dundalk Institute of Technology,Engineering and engineering trades,303,2019
DK860,Music,DK,Dundalk Institute of Technology,Arts,#499,2019
DK861,Arts,DK,Dundalk Institute of Technology,Social and behavioural sciences,300,2019
DK862,Social Care,DK,Dundalk Institute of Technology,Welfare,300,2019
DK863,Creative Media,DK,Dundalk Institute of Technology,Arts,300,2019
DK864,Film and Television Production,DK,Dundalk Institute of Technology,Arts,300,2019
DK865,Audio and Music Production,DK,Dundalk Institute of Technology,Arts,301,2019
DK870,General Nursing,DK,Dundalk Institute of Technology,Health,392,2019
DK872,Intellectual Disability Nursing,DK,Dundalk Institute of Technology,Health,300,2019
DK874,Mental Health Nursing,DK,Dundalk Institute of Technology,Health,356,2019
DK876,Early Childhood Studies,DK,Dundalk Institute of Technology,Welfare,305,2019
DK877,Midwifery,DK,Dundalk Institute of Technology,Health,398*,2019
DK880,Health and Physical Activity,DK,Dundalk Institute of Technology,Health,300,2019
DK882,Agriculture (Award options),DK,Dundalk Institute of Technology,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",303,2019
DK883,Science (Award options),DK,Dundalk Institute of Technology,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",300,2019
GA181,Accounting,GA,Galway-Mayo Institute of Technology,Business and administration,303,2019
GA182,Business,GA,Galway-Mayo Institute of Technology,Business and administration,290,2019
GA183,Business Information Systems,GA,Galway-Mayo Institute of Technology,Information and Communication Technologies (ICTs),309,2019
GA184,Marketing and Sales,GA,Galway-Mayo Institute of Technology,Business and administration,307,2019
GA185,Finance and Economics,GA,Galway-Mayo Institute of Technology,Business and administration,307,2019
GA186,Business with Entrepreneurship,GA,Galway-Mayo Institute of Technology,Business and administration,297,2019
GA187,Rural Enterprise and Agri-Business (Mountbellew Campus),GA,Galway-Mayo Institute of Technology,Agriculture,280,2019
GA281,Film and Documentary,GA,Galway-Mayo Institute of Technology,Arts,287,2019
GA282,Heritage Studies,GA,Galway-Mayo Institute of Technology,Social and behavioural sciences,238,2019
GA283,Contemporary Art,GA,Galway-Mayo Institute of Technology,Arts,260,2019
GA284,Design,GA,Galway-Mayo Institute of Technology,Arts,309,2019
GA380,International Hotel Management,GA,Galway-Mayo Institute of Technology,Personal services,225,2019
GA381,International Tourism Management,GA,Galway-Mayo Institute of Technology,Personal services,261,2019
GA382,Culinary and Gastronomic Science,GA,Galway-Mayo Institute of Technology,Manufacturing and processing,225,2019
GA384,Event Management with Public Relations,GA,Galway-Mayo Institute of Technology,Personal services,209,2019
GA385,Retail Management,GA,Galway-Mayo Institute of Technology,,219,2019
GA480,Construction Management,GA,Galway-Mayo Institute of Technology,Architecture and construction,260,2019
GA482,Quantity Surveying and Construction Economics,GA,Galway-Mayo Institute of Technology,Architecture and construction,280,2019
GA483,Architectural Technology,GA,Galway-Mayo Institute of Technology,Architecture and construction,251,2019
GA484,Civil Engineering,GA,Galway-Mayo Institute of Technology,Architecture and construction,270,2019
GA580,Software and Electronic Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,301,2019
GA680,Mechanical Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,336,2019
GA681,Energy Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,281,2019
GA682,Biomedical Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,331,2019
GA683,Agricultural Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,301,2019
GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,346,2019
GA780,Applied Freshwater and Marine Biology,GA,Galway-Mayo Institute of Technology,Biological and related sciences,300,2019
GA781,Applied Biology and Biopharmaceutical Science,GA,Galway-Mayo Institute of Technology,Biological and related sciences,317,2019
GA782,Chemical and Pharmaceutical Science,GA,Galway-Mayo Institute of Technology,Environment,307,2019
GA783,Physics and Instrumentation,GA,Galway-Mayo Institute of Technology,Physical sciences,373,2019
GA784,Science (Undenominated),GA,Galway-Mayo Institute of Technology,Biological and related sciences,327,2019
GA785,Medical Science,GA,Galway-Mayo Institute of Technology,Health,451,2019
GA786,Forensic Science and Analysis,GA,Galway-Mayo Institute of Technology,Physical sciences,300,2019
GA787,Computing in Software Development,GA,Galway-Mayo Institute of Technology,Information and Communication Technologies (ICTs),275,2019
GA788,Computing and Digital Media,GA,Galway-Mayo Institute of Technology,Information and Communication Technologies (ICTs),270,2019
GA789,Agriculture and Environmental Management (Mountbellew Campus),GA,Galway-Mayo Institute of Technology,Agriculture,297,2019
GA790,Sport and Exercise Science,GA,Galway-Mayo Institute of Technology,Personal services,350,2019
GA791,Public Health Nutrition,GA,Galway-Mayo Institute of Technology,Biological and related sciences,364,2019
GA880,General Nursing - Mayo Campus,GA,Galway-Mayo Institute of Technology,Health,389*,2019
GA882,Psychiatric Nursing - Mayo Campus,GA,Galway-Mayo Institute of Technology,Health,346,2019
GA885,Outdoor Education - Mayo Campus,GA,Galway-Mayo Institute of Technology,Personal services,210,2019
GA887,History and Geography - Mayo Campus,GA,Galway-Mayo Institute of Technology,Humanities (except languages),228,2019
GA889,Applied Social Care - Mayo Campus,GA,Galway-Mayo Institute of Technology,Welfare,260,2019
GA890,Early Childhood Care and Education - Mayo Campus,GA,Galway-Mayo Institute of Technology,Education,278,2019
GA980,Education (Design Graphics and Construction) - Letterfrack Campus,GA,Galway-Mayo Institute of Technology,Education,376,2019
GA981,Furniture Design and Manufacture - Letterfrack Campus,GA,Galway-Mayo Institute of Technology,,271,2019
GA982,Furniture and Wood Technology - Letterfrack Campus,GA,Galway-Mayo Institute of Technology,,270,2019
GY101,Arts (Joint-Honours),GY,"National University of Ireland, Galway",Arts,300,2019
GY104,Arts (Psychology),GY,"National University of Ireland, Galway",Social and behavioural sciences,507,2019
GY105,Arts (History),GY,"National University of Ireland, Galway",Humanities (except languages),318,2019
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),GY,"National University of Ireland, Galway",Languages,330,2019
GY109,Arts (Mathematics and Education),GY,"National University of Ireland, Galway",Education,411,2019
GY110,Arts with Children's Studies,GY,"National University of Ireland, Galway",Social and behavioural sciences,382,2019
GY111,Arts with Creative Writing,GY,"National University of Ireland, Galway",Arts,402,2019
GY112,Arts with Film Studies,GY,"National University of Ireland, Galway",Arts,338,2019
GY113,Arts with Human Rights,GY,"National University of Ireland, Galway",Social and behavioural sciences,338,2019
GY115,Arts with Performing Arts Studies,GY,"National University of Ireland, Galway",Arts,328,2019
GY118,"Arts (Drama, Theatre and Performance Studies)",GY,"National University of Ireland, Galway",Arts,410,2019
GY119,Journalism,GY,"National University of Ireland, Galway",Journalism and information,410,2019
GY120,"Arts (Child, Youth and Family: Policy and Practice)",GY,"National University of Ireland, Galway",Social and behavioural sciences,309,2019
GY121,Arts (Children's Studies),GY,"National University of Ireland, Galway",Social and behavioural sciences,356,2019
GY122,Na Dána (Cumarsáid agus Gaeilge),GY,"National University of Ireland, Galway",Arts,308,2019
GY123,BSc (Applied Social Sciences),GY,"National University of Ireland, Galway",Social and behavioural sciences,357,2019
GY124,Arts (Arts with Data Science),GY,"National University of Ireland, Galway",Information and Communication Technologies (ICTs),434,2019
GY125,Arts (Digital Arts and Technology),GY,"National University of Ireland, Galway",Arts,324,2019
GY126,Arts (English and Media Studies),GY,"National University of Ireland, Galway",Languages,418,2019
GY127,Arts (Film and Digital Media),GY,"National University of Ireland, Galway",Arts,387,2019
GY128,Arts (Global Languages),GY,"National University of Ireland, Galway",Languages,370,2019
GY129,Arts (International),GY,"National University of Ireland, Galway",Arts,408,2019
GY130,Arts (Music),GY,"National University of Ireland, Galway",Arts,400,2019
GY131,Arts (History and Globalisation Studies),GY,"National University of Ireland, Galway",Humanities (except languages),340,2019
GY132,"Government (Politics, Economics and Law)",GY,"National University of Ireland, Galway",Social and behavioural sciences,402,2019
GY133,Education (Computer Science and Mathematical  Studies),GY,"National University of Ireland, Galway",Education,401,2019
GY201,Commerce,GY,"National University of Ireland, Galway",Business and administration,420,2019
GY202,Commerce (International) with French,GY,"National University of Ireland, Galway",Business and administration,484,2019
GY203,Commerce (International) with German,GY,"National University of Ireland, Galway",Business and administration,489,2019
GY204,Commerce (International) with Spanish,GY,"National University of Ireland, Galway",Business and administration,484,2019
GY206,Business Information Systems (Work Placement & Optional Int`l Study),GY,"National University of Ireland, Galway",Business and administration,431,2019
GY207,Commerce (Accounting) including optional Global Experience year,GY,"National University of Ireland, Galway",Business and administration,486,2019
GY208,Commerce (Gaeilge),GY,"National University of Ireland, Galway",Business and administration,473,2019
GY209,Commerce (Global Experience),GY,"National University of Ireland, Galway",Business and administration,509,2019
GY250,Law & Business,GY,"National University of Ireland, Galway",Law,436,2019
GY251,Law,GY,"National University of Ireland, Galway",Law,473,2019
GY252,Law & Human Rights,GY,"National University of Ireland, Galway",Law,510,2019
GY261,"Business Studies (International Hotel Management, Shannon)",GY,"National University of Ireland, Galway",Business and administration,#486,2019
GY262,"Commerce (International Hotel Management, Shannon)",GY,"National University of Ireland, Galway",Business and administration,#671,2019
GY301,Science,GY,"National University of Ireland, Galway",Biological and related sciences,400,2019
GY303,Biomedical Science,GY,"National University of Ireland, Galway",Biological and related sciences,533,2019
GY304,Biotechnology,GY,"National University of Ireland, Galway",Engineering and engineering trades,473,2019
GY308,Environmental Science,GY,"National University of Ireland, Galway",Environment,413,2019
GY309,Financial Mathematics and Economics,GY,"National University of Ireland, Galway",Mathematics and statistics,454,2019
GY310,Marine Science,GY,"National University of Ireland, Galway",Physical sciences,409,2019
GY313,Environmental Health and Safety,GY,"National University of Ireland, Galway",Hygiene and occupational health services,402,2019
GY314,Earth and Ocean Sciences,GY,"National University of Ireland, Galway",Physical sciences,402,2019
GY318,Biopharmaceutical Chemistry,GY,"National University of Ireland, Galway",Biological and related sciences,510,2019
GY319,Mathematical Science,GY,"National University of Ireland, Galway",Mathematics and statistics,456,2019
GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY,"National University of Ireland, Galway",Physical sciences,401,2019
GY350,Computer Science and Information Technology,GY,"National University of Ireland, Galway",Information and Communication Technologies (ICTs),425,2019
GY401,Engineering (Undenominated),GY,"National University of Ireland, Galway",Engineering and engineering trades,444,2019
GY402,Civil Engineering,GY,"National University of Ireland, Galway",Architecture and construction,509,2019
GY405,Mechanical Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,443,2019
GY406,Electronic and Computer Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,509,2019
GY408,Biomedical Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,519,2019
GY410,Project and Construction Management,GY,"National University of Ireland, Galway",Architecture and construction,434,2019
GY413,Energy Systems Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,532,2019
GY414,Electrical and Electronic Engineering,GY,"National University of Ireland, Galway",Engineering and engineering trades,454,2019
GY501,"Medicine (five year/six year course, HPAT required)",GY,"National University of Ireland, Galway",Health,#726*,2019
GY502,Occupational Therapy,GY,"National University of Ireland, Galway",Health,532,2019
GY503,Speech and Language Therapy,GY,"National University of Ireland, Galway",Health,529,2019
GY504,Podiatric Medicine,GY,"National University of Ireland, Galway",Health,434,2019
GY515,General Nursing (Galway and Portiuncula),GY,"National University of Ireland, Galway",Health,442,2019
GY516,Mental Health Nursing,GY,"National University of Ireland, Galway",Health,388,2019
GY517,Midwifery,GY,"National University of Ireland, Galway",Health,429,2019
LY108,Business - Accounting,LY,Letterkenny Institute of Technology,Business and administration,318,2019
LY118,Business,LY,Letterkenny Institute of Technology,Business and administration,287,2019
LY208,Law,LY,Letterkenny Institute of Technology,Law,300,2019
LY218,Business - with Spanish/Irish options,LY,Letterkenny Institute of Technology,,298,2019
LY228,Sports and Exercise (Common Entry),LY,Letterkenny Institute of Technology,Personal services,278,2019
LY408,Design (Common Entry),LY,Letterkenny Institute of Technology,Arts,#307,2019
LY508,Fire Safety Engineering,LY,Letterkenny Institute of Technology,Architecture and construction,270,2019
LY518,Quantity Surveying,LY,Letterkenny Institute of Technology,Architecture and construction,307,2019
LY528,Construction Management,LY,Letterkenny Institute of Technology,Architecture and construction,267,2019
LY608,Mechanical Engineering,LY,Letterkenny Institute of Technology,Engineering and engineering trades,304,2019
LY618,Electronics and Embedded Systems,LY,Letterkenny Institute of Technology,Engineering and engineering trades,307,2019
LY708,Applied Computing,LY,Letterkenny Institute of Technology,Information and Communication Technologies (ICTs),300,2019
LY818,Science (Common Entry),LY,Letterkenny Institute of Technology,Biological and related sciences,302,2019
LY828,Agriculture (Common Entry),LY,Letterkenny Institute of Technology,Agriculture,300,2019
LY908,General Nursing,LY,Letterkenny Institute of Technology,Health,383,2019
LY918,Psychiatric Nursing,LY,Letterkenny Institute of Technology,Health,291*,2019
LY928,Intellectual Disability Nursing,LY,Letterkenny Institute of Technology,Health,288,2019
LY968,"Early Childhood Care, Health and Education",LY,Letterkenny Institute of Technology,Welfare,300,2019
LY978,Health & Social Care (Common Entry),LY,Letterkenny Institute of Technology,Health,260,2019
MI001,Contemporary & Applied Theatre Studies,MI,Mary Immaculate College,Arts,345,2019
MI002,Arts (offered in conjunction with the University of Limerick),MI,Mary Immaculate College,Arts,300,2019
MI005,Education - Primary Teaching,MI,Mary Immaculate College,Education,473*,2019
MI006,Education - Primary Teaching (Gaeltacht Applicants),MI,Mary Immaculate College,Education,#442,2019
MI007,Early Childhood Care and Education,MI,Mary Immaculate College,Education,366,2019
MI008,Education and Psychology - Primary Teaching,MI,Mary Immaculate College,Education,543,2019
MI009,"Education, Business Studies and Accounting (Thurles Campus)",MI,Mary Immaculate College,Education,392,2019
MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",MI,Mary Immaculate College,Education,326,2019
MI011,"Education, Irish and Religious Studies (Thurles Campus)",MI,Mary Immaculate College,Education,377,2019
MI012,"Education, Irish and Business Studies (Thurles Campus)",MI,Mary Immaculate College,Education,398,2019
MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",MI,Mary Immaculate College,Education,433,2019
CI101,Counselling and Psychotherapy (Limerick),CI,Irish College of Humanities & Applied Sciences,,276,2019
LC110,"Art and Design (Common Entry, portfolio)",LC,Limerick Institute of Technology,Arts,#734,2019
LC114,Fashion and Textiles for Product and Costume (portfolio),LC,Limerick Institute of Technology,Arts,#900,2019
LC220,Digital Marketing,LC,Limerick Institute of Technology,Business and administration,254,2019
LC223,Law and Taxation,LC,Limerick Institute of Technology,Law,308,2019
LC224,Accounting and Finance,LC,Limerick Institute of Technology,Business and administration,299,2019
LC225,Marketing and Management,LC,Limerick Institute of Technology,Business and administration,298,2019
LC226,Enterprise and Innovation,LC,Limerick Institute of Technology,Business and administration,216,2019
LC233,Software Development,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),300,2019
LC234,Interactive Digital Media,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),219,2019
LC236,Internet Systems Development,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),298,2019
LC239,Computer Networks and Systems Management,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),335,2019
